site_id,site_name,site_type,occupancy_class,has_sprinklers,sq_ft,city,address,ahj_jurisdiction,installed_year,system_age_years,service_level,risk_score
1468,Retail #1468,Retail,Ordinary,False,36934,Cincinnati,48722 Kenneth Circles,Cincinnati Fire Dept,2002,23,Bronze,0.5960338333333334
1469,Warehouse #1469,Warehouse,Light,False,49176,Dayton,081 Bryant Dam,Dayton Fire Dept,2023,2,Silver,0.2852153333333334
1470,Manufacturing #1470,Manufacturing,Light,True,53809,Cincinnati,800 Jerry Lock,Cincinnati Fire Dept,1995,30,Silver,0.41535675
1471,Education #1471,Education,Light,True,37785,Akron,87344 Donna Gardens,Akron Fire Dept,2017,8,Gold,0.14667208333333331
1472,Retail #1472,Retail,Light,False,6065,Louisville,0597 Avery Club Apt. 148,Louisville Fire Dept,2024,1,Bronze,0.24121541666666668
1473,Office #1473,Office,Ordinary,True,64421,Akron,3250 Smith Fork,Akron Fire Dept,2019,6,Silver,0.21831574999999998
1474,Office #1474,Office,Moderate,False,86900,Cleveland,29758 Gonzalez Isle Apt. 238,Cleveland Fire Dept,2019,6,Gold,0.497675
1475,Office #1475,Office,Light,True,33817,Columbus,25408 Best Villages Apt. 924,Columbus Fire Dept,2000,25,Gold,0.3420294166666667
1476,Hospitality #1476,Hospitality,Moderate,False,69342,Dayton,7751 Cheryl Islands,Dayton Fire Dept,1997,28,Gold,0.7411731666666667
1477,Education #1477,Education,Ordinary,True,3348,Columbus,32681 Jared Street,Columbus Fire Dept,2022,3,Silver,0.13751100000000002
1478,Manufacturing #1478,Manufacturing,Ordinary,True,38519,Akron,047 Maynard Locks,Akron Fire Dept,2003,22,Gold,0.38555591666666666
1479,Healthcare #1479,Healthcare,Ordinary,True,80323,Louisville,4815 Richard Trail,Louisville Fire Dept,2000,25,Gold,0.4519089166666667
1480,Manufacturing #1480,Manufacturing,Moderate,True,87108,Columbus,78014 Foster Estate,Columbus Fire Dept,2015,10,Silver,0.3444976666666667
1481,Warehouse #1481,Warehouse,Light,False,73683,Akron,139 Baker Highway Suite 513,Akron Fire Dept,2021,4,Bronze,0.3269289166666667
1482,Office #1482,Office,Ordinary,True,64990,Dayton,020 Thompson Locks,Dayton Fire Dept,2023,2,Gold,0.17207583333333334
1483,Healthcare #1483,Healthcare,Moderate,True,18953,Cincinnati,3447 Reyes Greens,Cincinnati Fire Dept,2004,21,Silver,0.42171474999999997
1484,Office #1484,Office,Light,True,45242,Columbus,81414 Allison Isle,Columbus Fire Dept,2006,19,Bronze,0.28059816666666665
1485,Manufacturing #1485,Manufacturing,Moderate,True,56031,Columbus,64508 Frederick Light Suite 847,Columbus Fire Dept,2015,10,Silver,0.3211899166666667
1486,Manufacturing #1486,Manufacturing,Moderate,True,24040,Dayton,0328 Marshall Forge,Dayton Fire Dept,2007,18,Gold,0.39053
1487,Warehouse #1487,Warehouse,High,False,24296,Akron,0459 Johnson Mountain,Akron Fire Dept,2023,2,Silver,0.4665553333333334
1488,Office #1488,Office,Light,True,53208,Cleveland,499 Evans Parkway Suite 682,Cleveland Fire Dept,2023,2,Bronze,0.08823933333333334
1489,Retail #1489,Retail,Ordinary,True,73786,Cleveland,2788 Payne Avenue,Cleveland Fire Dept,2016,9,Bronze,0.2603395
1490,Healthcare #1490,Healthcare,Light,True,10454,Akron,30056 Fowler Lock Apt. 153,Akron Fire Dept,2009,16,Silver,0.21950716666666664
1491,Warehouse #1491,Warehouse,Light,True,2000,Louisville,826 Hodges Shore,Louisville Fire Dept,1999,26,Bronze,0.32983333333333337
1492,Manufacturing #1492,Manufacturing,High,False,34508,Louisville,88007 Wong Ridge Suite 731,Louisville Fire Dept,1998,27,Gold,0.765881
1493,Office #1493,Office,Light,True,86418,Columbus,09858 Dana Ford Suite 686,Columbus Fire Dept,1996,29,Silver,0.42814683333333337
1494,Office #1494,Office,Ordinary,False,69481,Cleveland,70100 Daniel Pine Apt. 887,Cleveland Fire Dept,2020,5,Gold,0.4104440833333333
1495,Education #1495,Education,Moderate,True,37098,Louisville,8284 Johnson Gateway Apt. 987,Louisville Fire Dept,2001,24,Bronze,0.4703235
1496,Hospitality #1496,Hospitality,High,False,60941,Dayton,482 Blake Road,Dayton Fire Dept,2010,15,Silver,0.6457057500000001
1497,Education #1497,Education,Light,True,2000,Cleveland,5967 Jeanette Unions Apt. 737,Cleveland Fire Dept,2001,24,Bronze,0.3065
1498,Education #1498,Education,Ordinary,False,10926,Columbus,042 Ward Ville,Columbus Fire Dept,2008,17,Silver,0.5065278333333334
1499,Office #1499,Office,Light,True,41472,Columbus,0737 Christopher Mission Apt. 374,Columbus Fire Dept,2021,4,Silver,0.10277066666666665
1500,Office #1500,Office,Light,False,32588,Dayton,189 Steven Branch Suite 314,Dayton Fire Dept,1995,30,Silver,0.599441
1501,Retail #1501,Retail,High,False,69066,Cincinnati,83074 Michael Spring Suite 932,Cincinnati Fire Dept,2009,16,Bronze,0.6634661666666666
1502,Hospitality #1502,Hospitality,Light,False,89117,Akron,93140 Erickson Hills Apt. 099,Akron Fire Dept,2010,15,Bronze,0.46683775000000005
1503,Healthcare #1503,Healthcare,Light,True,2498,Columbus,2051 Hansen River Suite 858,Columbus Fire Dept,2009,16,Silver,0.21354016666666664
1504,Manufacturing #1504,Manufacturing,Light,True,58831,Cleveland,23944 Vanessa Dale Apt. 165,Cleveland Fire Dept,2016,9,Silver,0.17412325
1505,Office #1505,Office,Moderate,True,71809,Cleveland,2128 Ann Glen Apt. 819,Cleveland Fire Dept,2000,25,Gold,0.5080234166666667
1506,Manufacturing #1506,Manufacturing,Light,True,61493,Columbus,88787 Philip Ways,Columbus Fire Dept,2018,7,Gold,0.15278641666666665
1507,Education #1507,Education,Ordinary,True,21045,Dayton,2982 Steven Plains Suite 454,Dayton Fire Dept,2011,14,Silver,0.2791170833333333
1508,Warehouse #1508,Warehouse,Light,True,59798,Cincinnati,90994 Foley Brooks,Cincinnati Fire Dept,2006,19,Silver,0.29151516666666666
1509,Hospitality #1509,Hospitality,Ordinary,True,39651,Akron,1670 Christopher Plains,Akron Fire Dept,2000,25,Silver,0.42140491666666674
1510,Healthcare #1510,Healthcare,Light,False,71701,Cleveland,734 Abigail Station Apt. 511,Cleveland Fire Dept,2012,13,Silver,0.4304424166666667
1511,Manufacturing #1511,Manufacturing,Ordinary,True,2204,Louisville,270 West Passage,Louisville Fire Dept,2015,10,Bronze,0.21831966666666666
1512,Retail #1512,Retail,Ordinary,True,30013,Cincinnati,377 Kimberly Trail Suite 119,Cincinnati Fire Dept,1999,26,Bronze,0.4258430833333333
1513,Manufacturing #1513,Manufacturing,Moderate,True,76854,Louisville,88597 Jeffrey Crossroad Suite 538,Louisville Fire Dept,2018,7,Silver,0.3018071666666667
1514,Retail #1514,Retail,Light,True,61946,Dayton,83286 Aaron Burg,Dayton Fire Dept,2006,19,Silver,0.29312616666666663
1515,Retail #1515,Retail,Ordinary,True,44958,Cincinnati,307 Sandra Bridge,Cincinnati Fire Dept,1996,29,Gold,0.47205183333333334
1516,Hospitality #1516,Hospitality,Light,True,15195,Columbus,4135 Rodgers Springs,Columbus Fire Dept,2013,12,Silver,0.17639624999999998
1517,Manufacturing #1517,Manufacturing,Ordinary,True,85482,Dayton,974 Miller Radial,Dayton Fire Dept,2008,17,Silver,0.3624448333333333
1518,Hospitality #1518,Hospitality,Ordinary,True,18875,Akron,397 Barnett Coves,Akron Fire Dept,2015,10,Gold,0.23082291666666668
1519,Manufacturing #1519,Manufacturing,Ordinary,True,83949,Dayton,535 Hess Shores,Dayton Fire Dept,2003,22,Silver,0.41962841666666667
1520,Manufacturing #1520,Manufacturing,Ordinary,True,2000,Columbus,0065 Peters Route,Columbus Fire Dept,2006,19,Gold,0.32316666666666666
1521,Office #1521,Office,Light,False,42514,Cleveland,125 Lawrence Run Apt. 389,Cleveland Fire Dept,2006,19,Silver,0.47855216666666667
1522,Healthcare #1522,Healthcare,Light,True,55784,Columbus,701 Emily Groves,Columbus Fire Dept,1996,29,Silver,0.40517133333333333
1523,Healthcare #1523,Healthcare,High,True,11457,Louisville,1166 Andrew Prairie,Louisville Fire Dept,2017,8,Silver,0.32692608333333334
1524,Manufacturing #1524,Manufacturing,Light,True,58836,Akron,808 Angel Radial,Akron Fire Dept,2009,16,Silver,0.25579366666666664
1525,Retail #1525,Retail,Light,True,25343,Cincinnati,30971 Melanie Cape,Cincinnati Fire Dept,2001,24,Gold,0.32400724999999997
1526,Manufacturing #1526,Manufacturing,Ordinary,False,31549,Louisville,40977 Salinas Haven Apt. 629,Louisville Fire Dept,2011,14,Silver,0.4869950833333333
1527,Warehouse #1527,Warehouse,Moderate,True,88117,Columbus,502 Knapp Freeway Suite 687,Columbus Fire Dept,2022,3,Gold,0.26358775
1528,Office #1528,Office,Moderate,False,80606,Cincinnati,5785 Jeffery Ports,Cincinnati Fire Dept,2007,18,Silver,0.6329545
1529,Hospitality #1529,Hospitality,Ordinary,True,91645,Cincinnati,0919 Brandy Centers Suite 341,Cincinnati Fire Dept,2016,9,Gold,0.27373375
1530,Hospitality #1530,Hospitality,Moderate,True,32859,Cleveland,907 Hughes Centers Suite 094,Cleveland Fire Dept,2024,1,Gold,0.19881091666666667
1531,Retail #1531,Retail,High,True,108948,Cleveland,4702 Kennedy Street Suite 714,Cleveland Fire Dept,2014,11,Silver,0.4350443333333333
1532,Healthcare #1532,Healthcare,High,True,56863,Cleveland,014 Jones Coves,Cleveland Fire Dept,2001,24,Gold,0.54764725
1533,Manufacturing #1533,Manufacturing,Ordinary,True,80317,Dayton,1937 Strickland Fork Suite 884,Dayton Fire Dept,2017,8,Silver,0.25357108333333334
1534,Warehouse #1534,Warehouse,Ordinary,False,28069,Cleveland,361 Melinda Falls,Cleveland Fire Dept,2000,25,Bronze,0.6127184166666668
1535,Retail #1535,Retail,High,True,39409,Dayton,860 Anderson Street,Dayton Fire Dept,2000,25,Bronze,0.5462234166666667
1536,Healthcare #1536,Healthcare,Moderate,True,35242,Cincinnati,688 Sarah Brook,Cincinnati Fire Dept,2008,17,Silver,0.38726483333333334
1537,Hospitality #1537,Hospitality,Moderate,False,22936,Louisville,50963 Travis Estates,Louisville Fire Dept,2017,8,Bronze,0.47303533333333336
1538,Retail #1538,Retail,Light,True,76527,Akron,31295 Ryan Skyway,Akron Fire Dept,1998,27,Gold,0.39739525000000003
1539,Hospitality #1539,Hospitality,High,True,17784,Louisville,0684 Audrey Parks Apt. 163,Louisville Fire Dept,2024,1,Silver,0.25000466666666665
1540,Education #1540,Education,Ordinary,True,32094,Cincinnati,535 Jenna Roads Apt. 834,Cincinnati Fire Dept,2000,25,Silver,0.4157371666666667
1541,Healthcare #1541,Healthcare,Light,True,36869,Louisville,2452 Andrea Gardens,Louisville Fire Dept,1998,27,Gold,0.36765175
1542,Retail #1542,Retail,Light,True,27312,Louisville,6974 Brittany Lock Suite 837,Louisville Fire Dept,2016,9,Gold,0.150484
1543,Office #1543,Office,Ordinary,False,2000,Akron,60696 Julia Gardens,Akron Fire Dept,2020,5,Gold,0.35983333333333334
1544,Warehouse #1544,Warehouse,Ordinary,True,43574,Akron,843 Jonathan Prairie Apt. 839,Akron Fire Dept,2022,3,Gold,0.1676805
1545,Education #1545,Education,Ordinary,True,57614,Louisville,816 Combs Hollow,Louisville Fire Dept,2001,24,Silver,0.4232105
1546,Office #1546,Office,Moderate,True,69940,Dayton,0348 Steven Rue Apt. 083,Dayton Fire Dept,1999,26,Silver,0.5182883333333334
1547,Office #1547,Office,Ordinary,True,2000,Cincinnati,97844 Danielle Inlet Suite 338,Cincinnati Fire Dept,2023,2,Silver,0.12483333333333334
1548,Education #1548,Education,Ordinary,True,59108,Akron,7874 Amber Knoll,Akron Fire Dept,2006,19,Gold,0.36599766666666667
1549,Office #1549,Office,Moderate,True,73583,Cincinnati,16661 Jones Vista,Cincinnati Fire Dept,2000,25,Silver,0.5093539166666667
1550,Education #1550,Education,Moderate,False,39658,Columbus,051 Schmidt Way Suite 966,Columbus Fire Dept,1995,30,Silver,0.7422435
1551,Healthcare #1551,Healthcare,Moderate,False,73923,Columbus,9947 Ruiz Tunnel,Columbus Fire Dept,2015,10,Silver,0.5346089166666667
1552,Office #1552,Office,Light,True,16695,Akron,638 Adams Stravenue,Akron Fire Dept,2012,13,Silver,0.18918791666666668
1553,Warehouse #1553,Warehouse,Moderate,False,57680,Cleveland,6051 Morgan Fords Suite 154,Cleveland Fire Dept,1995,30,Silver,0.7557599999999999
1554,Office #1554,Office,Moderate,True,83443,Louisville,4694 Robert Harbor,Louisville Fire Dept,2001,24,Gold,0.50508225
1555,Office #1555,Office,Ordinary,True,59071,Louisville,973 Sandra Islands,Louisville Fire Dept,2011,14,Silver,0.3076365833333333
1556,Hospitality #1556,Hospitality,Ordinary,False,40822,Columbus,07872 Susan Pine Suite 021,Columbus Fire Dept,2024,1,Bronze,0.34228316666666664
1557,Office #1557,Office,Ordinary,True,80725,Dayton,6644 Carter View,Dayton Fire Dept,2002,23,Gold,0.4288770833333333
1558,Retail #1558,Retail,Ordinary,False,92105,Cleveland,2242 Sims Mountains,Cleveland Fire Dept,2000,25,Silver,0.6607454166666668
1559,Retail #1559,Retail,Ordinary,True,71292,Akron,85720 Nelson Heights,Akron Fire Dept,2000,25,Silver,0.4451356666666667
1560,Office #1560,Office,Moderate,True,36085,Columbus,96203 Marilyn Glens,Columbus Fire Dept,2017,8,Silver,0.28289708333333335
1561,Hospitality #1561,Hospitality,Moderate,True,13254,Dayton,66999 Richard Ridges,Dayton Fire Dept,1996,29,Silver,0.5107738333333334
1562,Hospitality #1562,Hospitality,Light,True,36418,Akron,8192 Wayne Fort Apt. 509,Akron Fire Dept,2014,11,Gold,0.1806468333333333
1563,Healthcare #1563,Healthcare,Light,True,25167,Akron,69889 Beverly Shores,Akron Fire Dept,2003,22,Bronze,0.3005419166666667
1564,Warehouse #1564,Warehouse,Ordinary,False,83658,Columbus,56132 Ruiz Locks Suite 025,Columbus Fire Dept,2003,22,Silver,0.6194101666666666
1565,Healthcare #1565,Healthcare,Ordinary,True,17395,Dayton,6962 Alexis Harbor,Dayton Fire Dept,2022,3,Bronze,0.14804625000000002
1566,Warehouse #1566,Warehouse,Moderate,True,32395,Cleveland,4015 Cooper Garden Apt. 038,Cleveland Fire Dept,2010,15,Silver,0.36179625000000004
1567,Manufacturing #1567,Manufacturing,High,False,45192,Dayton,464 Zachary Dam Apt. 214,Dayton Fire Dept,2002,23,Silver,0.7272273333333333
1568,Office #1568,Office,Light,True,63410,Akron,57748 Marie Crossing,Akron Fire Dept,1997,28,Bronze,0.39922416666666666
1569,Office #1569,Office,Light,False,40224,Louisville,886 Smith Plains Apt. 920,Louisville Fire Dept,2006,19,Gold,0.47683466666666663
1570,Retail #1570,Retail,Ordinary,True,65199,Dayton,610 Downs Junction,Dayton Fire Dept,2024,1,Gold,0.16056591666666667
1571,Office #1571,Office,Ordinary,True,23373,Cincinnati,604 Rachel Coves,Cincinnati Fire Dept,1999,26,Silver,0.42086308333333333
1572,Healthcare #1572,Healthcare,High,False,2000,Dayton,6320 Carter Spurs,Dayton Fire Dept,2014,11,Silver,0.5548333333333333
1573,Warehouse #1573,Warehouse,Ordinary,False,39126,Cleveland,9233 Amanda Fords,Cleveland Fire Dept,2013,12,Bronze,0.4693445
1574,Hospitality #1574,Hospitality,Moderate,True,16060,Columbus,787 Kennedy Center Apt. 240,Columbus Fire Dept,2013,12,Gold,0.31454499999999996
1575,Office #1575,Office,High,True,2000,Cincinnati,7808 Courtney Branch,Cincinnati Fire Dept,2018,7,Silver,0.30816666666666664
1576,Warehouse #1576,Warehouse,Ordinary,True,44912,Akron,858 Timothy Port Apt. 733,Akron Fire Dept,2012,13,Gold,0.2853506666666667
1577,Office #1577,Office,Ordinary,True,55485,Cleveland,3278 Miller Square Apt. 254,Cleveland Fire Dept,2008,17,Bronze,0.33994708333333334
1578,Hospitality #1578,Hospitality,Moderate,True,16708,Dayton,287 Murphy Shore Apt. 530,Dayton Fire Dept,2008,17,Gold,0.37336433333333335
1579,Retail #1579,Retail,Light,True,40389,Louisville,656 Christopher Glen Apt. 756,Louisville Fire Dept,2020,5,Silver,0.11362508333333332
1580,Office #1580,Office,Moderate,True,37779,Akron,819 Morgan Village Suite 571,Akron Fire Dept,1998,27,Silver,0.50583425
1581,Retail #1581,Retail,High,False,2000,Louisville,19178 Anderson Summit Suite 189,Louisville Fire Dept,2009,16,Gold,0.6131666666666665
1582,Office #1582,Office,High,True,95322,Cleveland,24900 Tina Highway,Cleveland Fire Dept,2002,23,Silver,0.5648248333333333
1583,Warehouse #1583,Warehouse,Moderate,True,20499,Akron,057 Tyler Causeway Apt. 184,Akron Fire Dept,1995,30,Gold,0.52787425
1584,Office #1584,Office,Ordinary,True,18627,Louisville,4952 Anderson Heights Apt. 553,Louisville Fire Dept,2023,2,Gold,0.13730358333333334
1585,Retail #1585,Retail,Ordinary,True,25182,Columbus,1990 Jones Lock,Columbus Fire Dept,2016,9,Gold,0.22388650000000002
1586,Retail #1586,Retail,Moderate,True,26661,Cincinnati,08599 Donald Pike,Cincinnati Fire Dept,2011,14,Bronze,0.3458290833333333
1587,Retail #1587,Retail,Light,True,31896,Cincinnati,74081 Aaron Pass,Cincinnati Fire Dept,2004,21,Silver,0.29392199999999996
1588,Retail #1588,Retail,Light,True,27938,Cincinnati,41487 Cordova Street Apt. 482,Cincinnati Fire Dept,2017,8,Gold,0.1392868333333333
1589,Office #1589,Office,Light,False,85093,Cleveland,49645 Johnson Island,Cleveland Fire Dept,2001,24,Bronze,0.56881975
1590,Retail #1590,Retail,Moderate,False,50426,Dayton,2679 John Falls Suite 166,Dayton Fire Dept,1995,30,Gold,0.7503194999999999
1591,Retail #1591,Retail,Ordinary,True,52536,Louisville,0431 Sullivan Common,Louisville Fire Dept,1998,27,Silver,0.45440200000000003
1592,Retail #1592,Retail,Light,True,66559,Akron,24004 Smith Forges Apt. 947,Akron Fire Dept,2011,14,Gold,0.23825258333333332
1593,Retail #1593,Retail,Ordinary,True,125363,Louisville,92007 Walsh Prairie,Louisville Fire Dept,2012,13,Bronze,0.3456889166666667
1594,Retail #1594,Retail,Light,True,16128,Cleveland,1459 Katrina Manors,Cleveland Fire Dept,2002,23,Gold,0.30542933333333333
1595,Retail #1595,Retail,Moderate,False,28964,Cincinnati,522 James Trail,Cincinnati Fire Dept,2015,10,Bronze,0.5008896666666667
1596,Healthcare #1596,Healthcare,Moderate,True,90548,Cleveland,337 Allen Falls,Cleveland Fire Dept,2021,4,Bronze,0.27707766666666667
1597,Healthcare #1597,Healthcare,High,True,106198,Akron,56970 Melissa Mountain,Akron Fire Dept,2008,17,Silver,0.5029818333333334
1598,Retail #1598,Retail,Moderate,True,66309,Cincinnati,0400 Thomas Coves Apt. 840,Cincinnati Fire Dept,2004,21,Silver,0.45723175
1599,Education #1599,Education,Light,True,9950,Cincinnati,39362 Jennifer Gardens,Cincinnati Fire Dept,2000,25,Silver,0.3241291666666667
1600,Warehouse #1600,Warehouse,Ordinary,False,18767,Akron,85950 Megan Ridge Apt. 249,Akron Fire Dept,1995,30,Gold,0.6640752499999999
1601,Education #1601,Education,Moderate,True,65866,Cleveland,302 Anthony Plaza,Cleveland Fire Dept,2010,15,Bronze,0.3868995
1602,Manufacturing #1602,Manufacturing,Moderate,False,42009,Columbus,1593 Christopher Plains Suite 938,Columbus Fire Dept,2011,14,Gold,0.5573400833333334
1603,Hospitality #1603,Hospitality,High,False,52225,Cleveland,003 Thomas Drives Suite 098,Cleveland Fire Dept,2020,5,Gold,0.5225020833333334
1604,Hospitality #1604,Hospitality,Ordinary,True,36373,Louisville,08037 Antonio Trafficway,Louisville Fire Dept,2001,24,Silver,0.40727975
1605,Manufacturing #1605,Manufacturing,Ordinary,True,62933,Cleveland,72131 George Shoals Apt. 528,Cleveland Fire Dept,2002,23,Bronze,0.4155330833333333
1606,Office #1606,Office,Light,False,97207,Dayton,91674 Rita Keys Apt. 785,Dayton Fire Dept,2022,3,Gold,0.33290525
1607,Manufacturing #1607,Manufacturing,Light,True,2000,Cincinnati,56863 Beltran Villages Suite 437,Cincinnati Fire Dept,1995,30,Silver,0.3765
1608,Manufacturing #1608,Manufacturing,Ordinary,True,36956,Columbus,74445 Bailey Lake Apt. 634,Columbus Fire Dept,2005,20,Gold,0.3610503333333333
1609,Hospitality #1609,Hospitality,Light,True,26649,Cincinnati,666 Clarke Ridges,Cincinnati Fire Dept,2013,12,Silver,0.18498674999999998
1610,Healthcare #1610,Healthcare,Ordinary,True,16248,Louisville,94807 Laura Knoll Apt. 287,Louisville Fire Dept,2012,13,Bronze,0.2638526666666667
1611,Office #1611,Office,Ordinary,True,48284,Cleveland,457 Carter Falls,Cleveland Fire Dept,2008,17,Bronze,0.33454633333333333
1612,Healthcare #1612,Healthcare,High,True,13179,Cincinnati,118 Jimenez Ways,Cincinnati Fire Dept,1997,28,Silver,0.5615509166666667
1613,Warehouse #1613,Warehouse,Light,False,73002,Cleveland,050 Alvarado Glens Apt. 902,Cleveland Fire Dept,2022,3,Gold,0.3147515
1614,Hospitality #1614,Hospitality,Light,True,13279,Columbus,36505 Scott Shoals,Columbus Fire Dept,2000,25,Gold,0.3266259166666667
1615,Retail #1615,Retail,Moderate,True,48030,Dayton,407 Tara Square,Dayton Fire Dept,2008,17,Silver,0.39685583333333335
1616,Education #1616,Education,Moderate,False,64173,Akron,622 James Route Apt. 413,Akron Fire Dept,2024,1,Bronze,0.4222964166666666
1617,Hospitality #1617,Hospitality,Moderate,True,4218,Cincinnati,2713 Bonnie Forks,Cincinnati Fire Dept,2013,12,Silver,0.3056635
1618,Healthcare #1618,Healthcare,Ordinary,True,39746,Columbus,69458 Jonathan Station,Columbus Fire Dept,2013,12,Bronze,0.2698095
1619,Healthcare #1619,Healthcare,Light,True,22043,Cincinnati,839 Dana Route Suite 356,Cincinnati Fire Dept,2009,16,Gold,0.22819891666666664
1620,Retail #1620,Retail,Light,False,75784,Akron,47501 Cynthia Stream Suite 906,Akron Fire Dept,2023,2,Silver,0.30517133333333335
1621,Healthcare #1621,Healthcare,Light,True,126059,Akron,806 Price Summit,Akron Fire Dept,2005,20,Silver,0.3528775833333333
1622,Warehouse #1622,Warehouse,Ordinary,True,32548,Cleveland,943 Andrew Hills Suite 683,Cleveland Fire Dept,2004,21,Silver,0.369411
1623,Warehouse #1623,Warehouse,Ordinary,False,7357,Akron,4086 Kristen Manors,Akron Fire Dept,1996,29,Gold,0.6438510833333334
1624,Office #1624,Office,Light,True,72675,Cincinnati,9131 Smith Summit,Cincinnati Fire Dept,2020,5,Gold,0.13783958333333332
1625,Office #1625,Office,Ordinary,True,64267,Dayton,27904 Mcgee Park Suite 310,Dayton Fire Dept,1999,26,Silver,0.4515335833333333
1626,Warehouse #1626,Warehouse,Moderate,True,67582,Cleveland,498 Baker Cliffs Apt. 592,Cleveland Fire Dept,1996,29,Silver,0.5515198333333333
1627,Warehouse #1627,Warehouse,Ordinary,True,46681,Cleveland,82384 Noble Center,Cleveland Fire Dept,2004,21,Bronze,0.38001074999999995
1628,Office #1628,Office,Light,False,32780,Dayton,974 Bolton Hills Suite 721,Dayton Fire Dept,2005,20,Bronze,0.48291833333333334
1629,Retail #1629,Retail,Ordinary,True,43729,Louisville,750 Harris Prairie Apt. 459,Louisville Fire Dept,2023,2,Bronze,0.15613008333333334
1630,Manufacturing #1630,Manufacturing,Ordinary,True,73675,Columbus,0417 Garcia Courts Suite 530,Columbus Fire Dept,2007,18,Silver,0.36525625
1631,Education #1631,Education,Light,True,5188,Cleveland,3988 Ashley Haven,Cleveland Fire Dept,2023,2,Bronze,0.05222433333333333
1632,Retail #1632,Retail,Light,True,63595,Louisville,7752 Gill Row Apt. 073,Louisville Fire Dept,2010,15,Gold,0.24769624999999998
1633,Education #1633,Education,Ordinary,True,46635,Akron,28310 Lee Fort,Akron Fire Dept,2012,13,Gold,0.2866429166666667
1634,Manufacturing #1634,Manufacturing,Light,True,81074,Cleveland,65028 Yolanda Walks Apt. 086,Cleveland Fire Dept,2007,18,Silver,0.2958055
1635,Retail #1635,Retail,Ordinary,True,60882,Akron,783 Alexander Ports Apt. 355,Akron Fire Dept,2002,23,Gold,0.4139948333333333
1636,Office #1636,Office,Ordinary,False,45341,Louisville,822 Darren Drives Suite 774,Louisville Fire Dept,2007,18,Gold,0.54400575
1637,Office #1637,Office,Moderate,True,68413,Louisville,0381 Jackson Rue Apt. 841,Louisville Fire Dept,1997,28,Gold,0.5404764166666667
1638,Education #1638,Education,Moderate,True,61424,Columbus,15979 Wendy Knoll Apt. 569,Columbus Fire Dept,2005,20,Gold,0.4419013333333333
1639,Retail #1639,Retail,Ordinary,False,66264,Cincinnati,2105 Jessica Meadows,Cincinnati Fire Dept,2015,10,Silver,0.4663646666666667
1640,Office #1640,Office,High,True,82193,Cleveland,260 Jackson Causeway Apt. 673,Cleveland Fire Dept,2011,14,Gold,0.44997808333333333
1641,Retail #1641,Retail,Moderate,False,53134,Louisville,102 David Key,Louisville Fire Dept,2015,10,Silver,0.5190171666666666
1642,Warehouse #1642,Warehouse,Light,True,2000,Louisville,7169 Jacobs Valleys Apt. 316,Louisville Fire Dept,2004,21,Silver,0.27149999999999996
1643,Retail #1643,Retail,Moderate,False,66827,Cleveland,260 Kennedy Fork,Cleveland Fire Dept,1995,30,Gold,0.7626202499999999
1644,Education #1644,Education,Light,True,79336,Akron,6964 Smith Groves,Akron Fire Dept,2012,13,Silver,0.23616866666666667
1645,Office #1645,Office,Moderate,True,80606,Columbus,1636 Daniel Isle Apt. 669,Columbus Fire Dept,2003,22,Silver,0.47962116666666665
1646,Office #1646,Office,High,True,56943,Cincinnati,334 Kimberly Pine Apt. 289,Cincinnati Fire Dept,2016,9,Silver,0.37270725
1647,Office #1647,Office,Moderate,True,87213,Akron,38452 Morris Tunnel,Akron Fire Dept,2008,17,Bronze,0.42624308333333333
1648,Warehouse #1648,Warehouse,Light,True,38793,Dayton,7306 Matthew Throughway,Dayton Fire Dept,1998,27,Bronze,0.36909475
1649,Healthcare #1649,Healthcare,Ordinary,True,38470,Dayton,6819 Carolyn Shoal Suite 988,Dayton Fire Dept,2019,6,Bronze,0.1988525
1650,Retail #1650,Retail,Ordinary,False,46560,Dayton,7734 Taylor Shoals Suite 217,Dayton Fire Dept,2014,11,Bronze,0.46325333333333335
1651,Retail #1651,Retail,Ordinary,True,2000,Columbus,4256 Alexander Isle,Columbus Fire Dept,2019,6,Silver,0.17149999999999999
1652,Manufacturing #1652,Manufacturing,Ordinary,False,47610,Columbus,1616 Butler Road Apt. 397,Columbus Fire Dept,1998,27,Gold,0.6507075
1653,Manufacturing #1653,Manufacturing,Ordinary,True,30139,Cincinnati,252 Miller Via,Cincinnati Fire Dept,2011,14,Silver,0.2859375833333333
1654,Hospitality #1654,Hospitality,Ordinary,True,51417,Cincinnati,93123 Heather Mission Apt. 697,Cincinnati Fire Dept,2015,10,Silver,0.25522941666666665
1655,Office #1655,Office,Light,True,58350,Louisville,2809 Lisa Crescent Apt. 982,Louisville Fire Dept,2005,20,Bronze,0.3020958333333333
1656,Retail #1656,Retail,High,False,95981,Akron,20101 Bentley Grove,Akron Fire Dept,2006,19,Gold,0.7186524166666667
1657,Warehouse #1657,Warehouse,Ordinary,True,2000,Columbus,59564 Jose Creek Apt. 520,Columbus Fire Dept,2011,14,Silver,0.2648333333333333
1658,Warehouse #1658,Warehouse,Light,True,2000,Columbus,664 Joseph Track,Columbus Fire Dept,2023,2,Silver,0.049833333333333334
1659,Warehouse #1659,Warehouse,Light,True,60638,Cleveland,16189 Wright Motorway,Cleveland Fire Dept,2001,24,Silver,0.35047849999999997
